词语,情感分类,强度
干,讨厌,4.1006548973418875
干巴,讨厌,2.9038772703969156
干巴巴,讨厌,4.987700424448658
干瘪,讨厌,2.8402163031378933
干瘪瘪,讨厌,4.645847005943835
干干巴巴,讨厌,2.615101351594398
干燥,讨厌,2.519475677731566
赶尽杀绝,讨厌,5.081774986222387
刚愎,讨厌,9.839407694270808
刚愎自用,讨厌,1.5187726554762615
高昂,讨厌,3.266004532261446
高傲,讨厌,8.851418070609817
高不成，低不就,讨厌,4.986514563203693
高不成低不就,讨厌,-2.6363724285840338
高成本,讨厌,4.222847207136724
高价,讨厌,3.440907483110852
高价位,讨厌,3.50591192764279
高难,讨厌,3.571518763296375
高难度,讨厌,3.7452298289933728
高压,讨厌,3.2564558306137927
疙疙瘩瘩,讨厌,6.525933284304124
疙里疙瘩,讨厌,0.855329314954778
隔靴搔痒,讨厌,4.835758530194682
勾心斗角,讨厌,2.481751864235383
苟且,讨厌,3.018608228893492
狗眼看人,讨厌,1.8029250370808563
垢,讨厌,7.047970388237452
够呛,讨厌,1.5935323759047968
够戗,讨厌,4.696835383243589
孤,讨厌,2.9455688098547324
孤傲,讨厌,1.5791358298964178
孤傲不群,讨厌,7.366927732108294
孤单,讨厌,5.226619683941952
孤单单,讨厌,3.5933688501774603
孤独,讨厌,3.6000362841228197
孤孤单单,讨厌,5.383549783847657
孤寡,讨厌,4.873762689842552
孤寂,讨厌,1.8389212463495666
孤立,讨厌,4.261784733487169
孤立无援,讨厌,4.246683779620648
孤零零,讨厌,1.505463679356553
孤陋寡闻,讨厌,6.276876338610304
孤僻,讨厌,3.0064828866769124
古怪,讨厌,3.9052493820265237
古旧,讨厌,3.889869953984547
古里古怪,讨厌,4.063296014612366
固定不变,讨厌,3.745789169999771
固执,讨厌,4.675243501691456
寡,讨厌,4.724418502632908
寡淡,讨厌,6.170384385526194
寡断,讨厌,5.827167563311738
寡了叭叽,讨厌,2.2925751658862135
寡情,讨厌,5.91974059468826
寡味,讨厌,-0.38663353737810535
寡言,讨厌,5.54299835358982
寡言少语,讨厌,5.871531490298193
挂漏,讨厌,6.2273910392356395
挂名,讨厌,2.3323028786033477
挂一漏万,讨厌,4.372541930200671
乖谬,讨厌,6.904445433202058
乖僻,讨厌,7.044859750266987
乖张,讨厌,4.610487296221563
乖剌,讨厌,1.1698824595265145
乖戾,讨厌,2.620606115495653
怪里怪气,讨厌,3.831986174681908
怪僻,讨厌,5.416857316638143
官僚,讨厌,7.495137754461632
官僚主义,讨厌,8.290424563984974
光怪陆离,讨厌,4.8726968846923215
鬼,讨厌,4.544150138587299
鬼鬼祟祟,讨厌,3.29464750928389
鬼计多端,讨厌,4.654824222865728
鬼头鬼脑,讨厌,3.5312363340155106
诡,讨厌,2.7574437268228453
诡计多端,讨厌,4.8148478288161325
诡秘,讨厌,3.1347600427459374
诡诈,讨厌,2.6426267586447385
诡谲,讨厌,7.135758696614268
贵,讨厌,6.177674258025528
过当,讨厌,5.836720984088422
过分简单化,讨厌,2.4078577180541254
过分拥挤,讨厌,1.8244517643035754
过河拆桥,讨厌,2.2080008832209277
过了气,讨厌,3.0860038174315205
过气,讨厌,4.005994596501091
过桥抽板,讨厌,7.2539606318354055
过时,讨厌,4.8523903003068884
哈喇,讨厌,1.0306584367483658
孩子气,讨厌,3.6747450229263885
海底捞月,讨厌,3.700182324414308
海底捞针,讨厌,5.429557553260558
害,讨厌,7.905840209100403
骇人听闻,讨厌,5.037840801638271
憨,讨厌,1.5747609201628467
含含糊糊,讨厌,8.326880399798208
含含混混,讨厌,4.371600056531756
含糊,讨厌,0.6733281403700309
含糊不清,讨厌,3.218883824337624
含糊其辞,讨厌,3.1771535701305
含糊其词,讨厌,3.465360247163977
含混,讨厌,3.031010023885686
含混不清,讨厌,5.193374525525794
含蓄,讨厌,0.0058622666544270174
涵蓄,讨厌,3.818836904691814
寒,讨厌,4.135008522702662
寒苦,讨厌,4.375899871874905
寒素,讨厌,2.796831013718819
寒酸,讨厌,7.414644692448299
寒微,讨厌,3.7484721416603324
寒伧,讨厌,3.505548456076001
寒碜,讨厌,5.363041343072135
悍,讨厌,5.425662332984795
悍然,讨厌,5.3798208439558
豪侈,讨厌,2.526659625274454
豪横,讨厌,5.3952871434688605
豪强,讨厌,2.4638025769397456
豪奢,讨厌,0.5159747956769682
毫不客气,讨厌,6.789182515865095
毫不留情,讨厌,1.6787468065313136
毫无价值,讨厌,5.986395017706933
毫无目标,讨厌,3.5849684689942567
毫无意义,讨厌,4.2934588434159595
毫无用处,讨厌,1.9203467252609516
好不容易,讨厌,6.62791177307809
好容易,讨厌,4.906420264047707
好事多磨,讨厌,1.5337932418041982
黑,讨厌,4.840102701575998
黑暗,讨厌,6.461136913004195
黑沉沉,讨厌,4.30890105219802
黑灯瞎火,讨厌,4.945989268444735
黑洞洞,讨厌,3.3956871347494175
黑咕隆咚,讨厌,2.9186082791308334
黑乎乎,讨厌,2.073281345897213
黑茫茫,讨厌,2.9172963553576023
黑蒙蒙,讨厌,5.787054303402684
黑漆寥光,讨厌,7.460478554674435
黑漆漆,讨厌,5.575778628515039
黑森森,讨厌,6.320360039702891
黑心,讨厌,3.5510499162021394
黑心肠,讨厌,5.4100070056496845
黑黝黝,讨厌,3.611690442986768
黑黢黢,讨厌,3.4545488918160627
狠,讨厌,4.276861105084453
狠毒,讨厌,1.7724231125142715
狠劲,讨厌,3.5234478833657548
狠心,讨厌,1.6327161314122645
横暴,讨厌,3.2041393772990467
横加,讨厌,3.857566067442011
横蛮无理,讨厌,4.5859757271119665
横七竖八,讨厌,6.560511237788364
哄然,讨厌,1.7241481499962594
后患无穷,讨厌,6.811804503991307
后进,讨厌,3.706421140948504
呼幺喝六,讨厌,8.000146456128512
胡,讨厌,4.649709362527268
胡里胡涂,讨厌,6.1481632519282705
胡乱,讨厌,1.5713572918603136
胡子拉茬,讨厌,3.7151279932051073
胡子拉碴,讨厌,4.3398260378648805
糊糊涂涂,讨厌,7.649003152793509
糊里糊涂,讨厌,8.502771692231185
糊涂,讨厌,-0.15407526638847635
虎踞龙蟠,讨厌,6.843427907801498
虎头蛇尾,讨厌,3.2689155046568508
花插着,讨厌,5.7380293760903935
花搭着,讨厌,4.799216706476194
花花搭搭,讨厌,3.214645371197211
花里胡哨,讨厌,4.611327338655277
花钱浪费,讨厌,4.458251711597826
花拳绣腿,讨厌,4.050282824140423
花天酒地,讨厌,2.317116268801495
花心,讨厌,4.763196338836563
哗然,讨厌,3.8357950761770274
华而不实,讨厌,2.791606347085441
猾,讨厌,2.2640990755461434
滑,讨厌,6.523174518750086
滑头,讨厌,7.709454297922221
滑头滑脑,讨厌,3.4206509114727317
怀着恶意,讨厌,3.103659069681216
坏,讨厌,4.7520590258818185
坏脾气,讨厌,5.9520544466669625
坏人当道,讨厌,2.666358942274529
幻异,讨厌,1.9921962823715758
荒,讨厌,4.709327186209449
荒诞,讨厌,7.957761254507352
荒诞不经,讨厌,0.17790009000981977
荒诞派,讨厌,4.2494021173945455
荒诞无稽,讨厌,4.465260102969799
荒废,讨厌,6.281368876172136
荒寂,讨厌,4.155603462412656
荒凉,讨厌,4.206732259082513
荒乱,讨厌,5.699692151169094
荒落,讨厌,3.9660618652170934
荒谬,讨厌,3.7553475475718843
荒谬绝伦,讨厌,0.8145022031367204
荒漠,讨厌,5.906867646924952
荒僻,讨厌,5.065862203842599
荒弃,讨厌,2.508326046939043
荒疏,讨厌,5.1079091676139585
荒唐,讨厌,7.044986056908213
荒唐无稽,讨厌,5.909135227445515
荒无人烟,讨厌,6.113677971239936
荒芜,讨厌,6.170760391046582
荒淫,讨厌,3.6661011514603516
荒淫无耻,讨厌,3.675467998226557
荒淫无度,讨厌,1.006231886381236
荒瘠,讨厌,7.324734394442441
黄色,讨厌,5.4908128137204955
晃晃悠悠,讨厌,4.585588541237593
晃悠悠,讨厌,3.5936044038890955
恍恍惚惚,讨厌,3.1906189062811756
恍惚,讨厌,3.4615506378728504
谎,讨厌,1.6091733781795763
灰暗,讨厌,3.754552791422379
灰沉沉,讨厌,2.562663654923327
灰溜溜,讨厌,4.200389550248715
灰茫茫,讨厌,2.9421009617769123
灰蒙蒙,讨厌,1.4811482165819343
灰色,讨厌,4.657638584301787
灰头灰脸,讨厌,2.9253468998338428
灰头土脸,讨厌,1.8577737214464003
灰秃秃,讨厌,3.527710969991963
灰朦朦,讨厌,6.695145573144199
慧黠,讨厌,6.911508273222978
晦,讨厌,4.0080502684643475
晦暗,讨厌,7.001237530623809
晦涩,讨厌,4.380364414888518
晦冥,讨厌,4.579932194426517
晦暝,讨厌,4.426169634073838
秽,讨厌,4.178967524172915
秽恶,讨厌,4.262180092143558
秽乱,讨厌,4.10198346921901
秽土,讨厌,1.4846009922582688
秽亵,讨厌,4.401554450898429
会来事,讨厌,6.336842046313967
昏,讨厌,7.092946252779225
昏暗,讨厌,2.5782153364258713
昏沉,讨厌,5.1809429750330365
昏黑,讨厌,6.532085571200218
昏乱,讨厌,1.6721066762822039
昏昧,讨厌,1.3286807339833673
昏天黑地,讨厌,5.255760725226126
昏头昏脑,讨厌,4.7712416508320095
昏庸,讨厌,5.131789851948338
昏愦,讨厌,7.2183641179202915
昏聩,讨厌,1.851641351926871
婚外,讨厌,6.7436435514128075
浑,讨厌,4.441843635955955
浑浑噩噩,讨厌,5.352454241391198
浑头浑脑,讨厌,9.252468459779266
浑浊,讨厌,2.715126709066566
浑噩,讨厌,1.544585289432725
混合,讨厌,5.244331755783858
混混沌沌,讨厌,5.77121412096545
混交,讨厌,1.9360013710535218
混乱,讨厌,0.27653284104825815
混淆不清,讨厌,5.438328160803621
混血,讨厌,10.954612688365778
混账,讨厌,6.905739424835579
混浊,讨厌,2.7779640289688947
混沌,讨厌,4.600518277350735
活动,讨厌,3.116860767039854
火暴,讨厌,7.730720370700509
火爆,讨厌,8.182265583604561
祸不单行,讨厌,5.202699879043979
祸从天降,讨厌,4.272080778610428
机变,讨厌,7.400117314184303
机械,讨厌,3.9273800068625855
机械式,讨厌,5.165897968480877
机械性,讨厌,0.7491322758621175
畸,讨厌,6.518288297035589
畸轻畸重,讨厌,2.7241005359627257
畸形,讨厌,1.7866177090239224
积满灰尘,讨厌,3.2446193663258764
积重难返,讨厌,2.701201119325978
鸡零狗碎,讨厌,3.9537576650035096
鸡毛蒜皮,讨厌,2.0433826411921965
鸡犬不留,讨厌,1.6621928072292134
鸡犬不宁,讨厌,2.4976364039062857
棘手,讨厌,4.747402657163796
急不可待,讨厌,7.441640475765041
急功近利,讨厌,4.354676323953202
急切,讨厌,4.199887323103262
急性子,讨厌,3.7445644755502907
急于,讨厌,5.15413902667978
急躁,讨厌,3.084174722537238
疾言厉色,讨厌,4.338530642511154
挤巴,讨厌,4.771505398678243
挤得水泄不通,讨厌,3.5953159553088407
挤得要命,讨厌,2.5186056436102064
挤挤插插,讨厌,-0.31318405101692903
挤满,讨厌,3.3077662634032117
寂寥,讨厌,5.474692850632977
寂寞,讨厌,2.262199397212394
忌刻,讨厌,2.2234829949433568
夹七夹八,讨厌,5.8754242420081475
家长式,讨厌,7.690656984287754
家贫如洗,讨厌,3.1233945724722516
家徒壁立,讨厌,5.997729435554779
家徒四壁,讨厌,2.2160959807654814
假,讨厌,3.53127369158006
假冒,讨厌,4.318512027772722
假模假式,讨厌,1.1929827844779406
假仁假义,讨厌,2.0852179104942623
假想,讨厌,8.808211682486046
假惺惺,讨厌,3.4111910056405015
假意,讨厌,1.2204628367314476
假造,讨厌,5.275357199782055
假正经,讨厌,4.052442125940184
假装神圣,讨厌,3.437991177399544
价高,讨厌,5.376891088504923
价格不菲,讨厌,5.171448652735457
价格高昂,讨厌,4.2975799661662455
架空,讨厌,3.685599365261674
尖刻,讨厌,6.13336070945612
尖酸,讨厌,6.51879480672012
尖酸刻薄,讨厌,7.234823176168282
尖嘴薄舌,讨厌,6.21632043547179
尖嘴猴腮,讨厌,0.025226633499338735
间不容发,讨厌,3.0827780456762435
间杂,讨厌,2.575320367190977
肩摩毂击,讨厌,6.041039708491208
艰,讨厌,3.432265624703791
艰巨,讨厌,-0.17020578194811797
艰苦,讨厌,3.5372782233810223
艰苦卓绝,讨厌,3.5814523595009145
艰难,讨厌,3.1406288294008955
艰难曲折,讨厌,6.508289223278898
艰难险阻,讨厌,3.8263906602125597
艰涩,讨厌,2.8294749655859466
艰深,讨厌,4.574019187205183
艰危,讨厌,4.302866633625411
艰辛,讨厌,6.972113277482837
奸,讨厌,1.9425503040904935
奸刁,讨厌,1.212351323696074
奸恶,讨厌,0.567950812840079
奸猾,讨厌,3.9727046770282732
奸险,讨厌,3.086343753297467
奸邪,讨厌,-0.11218287751009459
奸诈,讨厌,2.5616658273083344
奸佞,讨厌,8.046633382116019
简单,讨厌,3.956060876604832
简陋,讨厌,4.655545126133387
简慢,讨厌,5.044134885050204
贱,讨厌,2.68487691887891
见不得人,讨厌,2.9005759520578556
见风使舵,讨厌,2.1381874062059882
见风转舵,讨厌,3.8060197009258174
见识短浅,讨厌,4.27643800287305
见异思迁,讨厌,4.968468017015985
剑拔弩张,讨厌,6.753227822797163
僵,讨厌,2.162488905292448
僵化,讨厌,1.088624862653194
僵硬,讨厌,3.4758392474196085
胶柱鼓瑟,讨厌,7.313291606492702
浇薄,讨厌,4.095636904149518
浇漓,讨厌,6.709255449980827
骄,讨厌,-0.38296988907914553
骄傲,讨厌,5.212269704131772
骄傲自满,讨厌,1.249658957094058
骄横,讨厌,2.161438026714548
骄慢,讨厌,2.2603690259121603
骄气,讨厌,3.6293427656749424
骄人,讨厌,3.362071850177382
骄奢淫逸,讨厌,6.0333669461353265
骄纵,讨厌,4.4413860351742285
骄矜,讨厌,7.9345113593715935
娇,讨厌,5.0313713075756095
娇痴,讨厌,5.708050338980176
娇贵,讨厌,4.928417354762646
娇憨,讨厌,2.8842409052929323
娇嫩,讨厌,2.2269519080112214
娇气,讨厌,5.419392667744497
娇弱,讨厌,5.729682468752979
娇生惯养,讨厌,4.3801001929314065
矫情,讨厌,5.582025416126096
矫情造作,讨厌,3.369036427315453
矫揉造作,讨厌,1.0427372447914238
侥,讨厌,-0.3426406792205867
狡,讨厌,5.793690550188567
狡猾,讨厌,1.8522035985738712
狡计多端,讨厌,1.5407098374561947
狡兔三窟,讨厌,6.059209839661013
狡诈,讨厌,0.22321091906296697
狡狯,讨厌,6.350447217153336
狡黠,讨厌,4.2783948514111785
揭不开锅,讨厌,-1.9715748846773984
竭蹶,讨厌,0.5979811092116791
洁身自好,讨厌,6.309689375257294
结结巴巴,讨厌,4.704250103045437
斤斤计较,讨厌,1.7281263743296562
金刚努目,讨厌,5.497077814801211
紧,讨厌,4.962107478530326
紧巴,讨厌,4.058994146082285
紧巴巴,讨厌,7.669017188531086
近视,讨厌,5.634974649003826
荆棘载途,讨厌,1.8968136215481022
惊爆,讨厌,5.158986641833784
惊人,讨厌,5.66181939534289
惊天动地,讨厌,4.810174729889932
惊险,讨厌,3.832315740185689
精力枯竭,讨厌,0.9127141453854519
精神不振,讨厌,4.134270178726723
精神溜号,讨厌,5.502609708362371
经济拮据,讨厌,7.277769932848824
经验不足,讨厌,2.439811625549038
静僻,讨厌,4.237096689960146
净余,讨厌,5.339935871842122
窘,讨厌,4.805120726620904
窘促,讨厌,6.207641876796298
窘急,讨厌,2.749401059828335
窘困,讨厌,3.0409690510007894
窘迫,讨厌,4.214780554132332
窘涩,讨厌,2.927583266854326
旧,讨厌,3.453278609445944
旧式,讨厌,3.183650254440353
拘,讨厌,3.762701795062328
拘礼,讨厌,6.313215820412189
拘执,讨厌,3.5803989379626446
狙,讨厌,1.3331948148037296
拒人于千里之外,讨厌,4.207815871082413
剧毒,讨厌,1.7170060778305185
倔,讨厌,6.0317433966220975
倔强,讨厌,1.6927579796469217
倔头倔脑,讨厌,4.487643678022128
倔犟,讨厌,-0.43288485291111467
绝情,讨厌,3.300553030157391
峻,讨厌,5.643579520782396
开小差,讨厌,2.2263577294309416
坎坷,讨厌,4.009381845329368
坎坷不平,讨厌,4.040874267854286
看风使舵,讨厌,2.774134332634988
糠,讨厌,1.9415718310536483
亢,讨厌,1.90564121923141
靠不住,讨厌,5.166860615970088
苛,讨厌,2.8248970136439393
苛刻,讨厌,4.3438224207479035
磕磕绊绊,讨厌,5.284136199067055
磕头碰脑,讨厌,1.1488076025887155
可悲,讨厌,2.84629097078152
可鄙,讨厌,7.691775715741546
可怖,讨厌,5.307229808435215
可耻,讨厌,5.8763440173897505
可恶,讨厌,4.812298248692361
可骇,讨厌,7.951290518146325
可恨,讨厌,3.915142419949736
可惊,讨厌,5.064946363930994
可怜,讨厌,4.08939493862196
可怕,讨厌,3.7924740451325674
可叹,讨厌,3.6853624688209012
可有可无,讨厌,4.163654648170566
可憎,讨厌,4.205657453587464
刻板,讨厌,3.683116195319597
刻薄,讨厌,2.4712947852040124
刻毒,讨厌,3.9439243527621515
刻舟求剑,讨厌,4.692339068831945
坑坑洼洼,讨厌,5.790517082668717
坑洼,讨厌,6.815658788572433
坑洼不平,讨厌,6.458214086064839
空洞,讨厌,0.9486264823837418
空洞洞,讨厌,0.930532352014624
空洞无聊,讨厌,3.848837745180384
空洞无物,讨厌,3.098169169363983
空乏,讨厌,3.2638872597423685
空泛,讨厌,5.8263949788956175
空幻,讨厌,4.40576118196791
空空洞洞,讨厌,2.710950194906124
空落落,讨厌,3.3084202291202316
空头,讨厌,6.74170330954395
空虚,讨厌,0.9658279429466012
空中楼阁,讨厌,2.539639630559221
抠,讨厌,3.7979350926707722
抠门儿,讨厌,5.572085037021931
抠搜,讨厌,3.5393442195746085
抠唆,讨厌,4.696530384537999
口蜜腹剑,讨厌,4.908985751325955
口是心非,讨厌,3.5717043455370177
口头上,讨厌,5.338810667678432
枯,讨厌,2.631989088875839
枯寂,讨厌,1.969008600586987
枯涩,讨厌,3.1242842972594014
枯燥,讨厌,3.226465715546522
枯燥乏味,讨厌,2.9474014530312163
枯燥无味,讨厌,3.76232008674526
枯槁,讨厌,4.492708016135806
苦,讨厌,0.7630958328966813
苦不唧,讨厌,2.6016243059997133
苦口,讨厌,7.024512135120114
苦苦,讨厌,1.7711859708421898
苦涩,讨厌,1.3206862227594471
酷,讨厌,2.6706476087636286
酷烈,讨厌,2.5001308314158215
酷虐,讨厌,3.435046935145885
夸诞,讨厌,6.537521476960943
狂,讨厌,4.125959307390369
狂傲,讨厌,5.646818943262506
狂暴,讨厌,4.544024738501332
狂荡,讨厌,7.739208006277355
狂妄,讨厌,3.595082558722421
狂妄自大,讨厌,2.7836077178219893
狂躁,讨厌,4.125870311144354
狂悖,讨厌,4.0881343296473975
狂恣,讨厌,5.016724424033168
困顿,讨厌,4.733115877611379
困窘,讨厌,-0.4008152517174972
困苦,讨厌,3.491570859938981
困难,讨厌,1.7448372842822026
困难重重,讨厌,3.3103394937997983
困人,讨厌,3.693673549200369
阔绰,讨厌,3.5307506618205413
阔气,讨厌,2.9783479094078134
拉忽,讨厌,5.697103050831528
拉拉杂杂,讨厌,2.7589481152201056
拉杂,讨厌,4.623445566289751
辣,讨厌,3.1054524941010646
辣手,讨厌,-0.18107715191306628
来路不明,讨厌,2.338596719473116
来之不易,讨厌,0.84458289237726
赖,讨厌,5.787588974379531
赖皮,讨厌,-0.12261013091506179
懒,讨厌,2.3689251808563556
懒到极点,讨厌,0.8994352597429369
懒惰,讨厌,5.748867133267901
懒散,讨厌,4.109932297564866
烂,讨厌,-0.4705189317070131
滥,讨厌,3.469387152301646
狼狈,讨厌,3.6468665758832195
狼狈不堪,讨厌,5.68816881328346
狼籍,讨厌,2.9798206907281326
狼藉,讨厌,0.7587716598071896
狼心狗肺,讨厌,1.800981429462555
浪,讨厌,4.588033512804285
浪荡,讨厌,4.610055913406236
劳而无功,讨厌,2.1625498360457547
老大难,讨厌,4.012527195072949
老掉牙,讨厌,4.627141271292574
老赶,讨厌,4.164622899321323
老虎屁股摸不得,讨厌,6.91267659499239
老奸巨猾,讨厌,0.40241083771527064
老奸巨滑,讨厌,2.6257098615806562
老辣,讨厌,6.657927832791017
老派,讨厌,4.511197769232799
老气,讨厌,2.4546277652993553
老气横秋,讨厌,3.554537798455301
老弱病残,讨厌,5.339301780667466
老实,讨厌,1.6373964437616482
老式,讨厌,2.00061612086928
老朽,讨厌,4.422303232874301
累卵,讨厌,6.080924316415531
累赘,讨厌,5.273282952356596
累牍连篇,讨厌,2.735293269055313
肋脦,讨厌,4.718467531708294
冷,讨厌,2.5083904374424586
冷冰冰,讨厌,4.048570260853588
冷淡,讨厌,2.425237641118742
冷峻,讨厌,5.439409077784544
冷酷,讨厌,3.444794734768487
冷酷无情,讨厌,3.4080807484405655
冷冷,讨厌,1.609508928631508
冷冷清清,讨厌,4.902501133617934
冷厉,讨厌,6.030328585451464
冷落,讨厌,3.871911957594109
冷门,讨厌,0.816901266878646
冷漠,讨厌,3.6344549264265402
冷峭,讨厌,3.135845930274887
冷清,讨厌,3.8885690886013786
冷清清,讨厌,2.257459264580482
冷若冰霜,讨厌,3.002243498482016
冷销,讨厌,0.6512188047771565
冷血,讨厌,2.859033408542752
冷噤,讨厌,4.578314070735027
离索,讨厌,2.044918576091329
离题,讨厌,4.094399651771499
离心离德,讨厌,5.414971825419339
理亏,讨厌,2.6012488700274106
理屈,讨厌,2.051653748663411
理屈词穷,讨厌,1.1308835596612594
理由不充分,讨厌,2.9254832851751162
里出外进,讨厌,-0.022956583395469465
厉,讨厌,2.687233825437235
厉害,讨厌,1.0221079557178103
厉声,讨厌,2.364498856185559
利令智昏,讨厌,4.26819476970359
利已,讨厌,8.06668315535374
利欲熏心,讨厌,0.6735907556655718
哩哩啦啦,讨厌,1.5855865043551622
哩哩罗罗,讨厌,4.755436601904821
哩溜歪斜,讨厌,2.5551151911488184
连篇累牍,讨厌,1.9443499082099973
良莠不齐,讨厌,2.736425183928315
两面光,讨厌,3.373464982538528
两面三刀,讨厌,2.5960015794185023
潦草,讨厌,3.990420905424696
了不得,讨厌,5.215692905383799
了不起,讨厌,1.2175891305583737
烈,讨厌,6.206517572093689
烈性子,讨厌,0.9756010082477733
劣,讨厌,4.4839363838893345
劣等,讨厌,1.0558152898671609
劣质,讨厌,2.1557038304817815
劣中之劣,讨厌,6.231286563029022
鳞状,讨厌,6.95183980869292
凛,讨厌,3.5912553508751976
凛凛,讨厌,4.870557295753887
凛然,讨厌,1.8640011808002726
吝,讨厌,7.470756829292235
吝啬,讨厌,3.4077420163965755
零,讨厌,2.895797164787227
零丁,讨厌,2.676566399146756
零零散散,讨厌,0.38413960873291275
零零碎碎,讨厌,4.760930622667894
零乱,讨厌,5.5470313182562165
零落,讨厌,3.928489570580364
零七八碎,讨厌,4.063840858626904
零散,讨厌,4.614160770302319
零碎,讨厌,5.6050282520825805
零星,讨厌,1.5592663039515888
伶仃,讨厌,3.3853666686487855
凌乱,讨厌,7.192063637076419
凌杂,讨厌,3.7158524069382426
令人不安,讨厌,3.702419133863496
令人齿冷,讨厌,6.614371432686437
令人恶心,讨厌,3.1460880642679614
令人发指,讨厌,0.23294098993071755
令人费解,讨厌,1.975208864673374
令人寒心,讨厌,2.134844943059833
令人敬畏,讨厌,6.244494571041021
令人困倦,讨厌,4.525887450558491
令人毛骨悚然,讨厌,3.8480226122371093
令人恼火,讨厌,1.0629374170102661
令人疲倦,讨厌,2.418560451810688
令人生气,讨厌,2.973410355543175
令人生厌,讨厌,3.057159439699228
令人讨厌,讨厌,6.4712083447595345
令人厌恶,讨厌,5.40923726632477
令人厌倦,讨厌,3.875911984210737
令人遗憾,讨厌,3.954960755460568
令人折断腰,讨厌,1.0379271565167487
令人窒息,讨厌,-0.7222878814440996
令人作呕,讨厌,2.3380952407013527
溜号,讨厌,1.712606357936258
流里流气,讨厌,6.485430627077994
流气,讨厌,6.816440848251431
六亲不认,讨厌,2.386728386868927
娄,讨厌,6.112795736099651
漏洞百出,讨厌,6.001695219307365
陋,讨厌,2.3983392180978544
鲁钝,讨厌,7.371435975811605
鲁莽,讨厌,1.192423337097123
碌,讨厌,3.7480586380158667
碌碌,讨厌,4.274918301584908
碌碌无为,讨厌,1.4448787843467978
驴唇不对马嘴,讨厌,4.237789581658131
率尔,讨厌,2.291094802519943
乱成一团,讨厌,4.56073730921233
乱纷纷,讨厌,4.5803148404596445
乱哄哄,讨厌,4.672691784617966
乱烘烘,讨厌,1.9142172567677838
乱乎,讨厌,4.26107567519501
乱了营,讨厌,1.9967510602762752
乱乱哄哄,讨厌,4.762709038421869
乱虐并生,讨厌,2.2619821991911637
乱蓬蓬,讨厌,8.486166397281542
乱七八糟,讨厌,3.98113517425444
乱套,讨厌,8.486598628606624
乱腾,讨厌,4.072409293151397
乱腾腾,讨厌,6.3590446590785
乱杂,讨厌,1.5263618008616482
乱糟糟,讨厌,2.705360502477668
乱真,讨厌,3.7889946419441496
乱嘈嘈,讨厌,3.7725327194370943
落后,讨厌,6.774382805558249
落落寡合,讨厌,3.9702143792508733
落寞,讨厌,3.0405378460598627
落市,讨厌,6.964949311699313
落俗套,讨厌,2.1614210991831344
落套,讨厌,2.8479489738098787
落拓,讨厌,2.9943494291241013
落伍,讨厌,6.264621138205188
麻痹,讨厌,4.2853529856026515
麻烦,讨厌,5.504172950189275
麻麻黑,讨厌,2.9968805161508323
麻木,讨厌,4.908829445631843
麻木不仁,讨厌,4.462327906932829
马虎,讨厌,2.7818504078784283
马马虎虎,讨厌,5.972764258769093
埋汰,讨厌,6.120609644286667
卖不掉,讨厌,2.3853913081701332
卖不动,讨厌,6.716898942307049
蛮,讨厌,2.9161875731251463
蛮不讲理,讨厌,3.537313531950462
蛮悍,讨厌,3.1684070043881762
蛮横,讨厌,1.2659440392329775
蛮横无理,讨厌,6.851616804226025
蛮荒,讨厌,1.0389291034832313
满脸横肉,讨厌,2.3892013382538706
满目疮痍,讨厌,7.553709751028196
漫,讨厌,4.894980895238632
漫不经心,讨厌,2.8285110901551933
漫不经意,讨厌,3.2129764359686446
漫无边际,讨厌,5.346468269093403
漫无目标,讨厌,5.263338781557938
漫无目的,讨厌,5.865498018276611
漫漶,讨厌,1.7692743110524214
谩,讨厌,2.3070170659597977
盲目,讨厌,3.895717307652554
盲人瞎马,讨厌,4.192345683027573
莽,讨厌,-0.3695002868826238
莽苍,讨厌,2.1554046883912337
莽莽苍苍,讨厌,3.088067412075861
莽莽撞撞,讨厌,3.376296165958293
莽撞,讨厌,5.168326833009816
猫哭老鼠,讨厌,7.1900263806922595
毛糙,讨厌,6.246202116721703
毛毛躁躁,讨厌,5.020845896467304
毛手毛脚,讨厌,3.4947402972172736
毛头毛脑,讨厌,4.069489533666171
毛躁,讨厌,6.540327057187806
冒,讨厌,1.6750055075863641
冒牌,讨厌,3.9690969046195175
冒失,讨厌,5.58855206530246
冒险,讨厌,1.7147426824529064
冒有风险,讨厌,3.21011752194576
貌似强大,讨厌,5.261829199691225
貌似真实的,讨厌,2.622659476367329
贸贸然,讨厌,-0.11215932232483805
贸然,讨厌,1.3773733185412946
没边儿,讨厌,1.719952198852297
没出息,讨厌,4.855903674663809
没骨头,讨厌,4.132846807012312
没关系,讨厌,3.134774723091213
没好气,讨厌,1.4327629848805663
没见过世面,讨厌,3.905411188806745
没教养,讨厌,4.091416548207069
没劲,讨厌,3.7059611841058526
没理,讨厌,3.832428466918355
没礼貌,讨厌,5.236929103391679
没良心,讨厌,2.537075941070753
没两下子,讨厌,-0.7388859786833182
没轻没重,讨厌,3.3811956394543605
没什么了不得,讨厌,2.3762657801130422
没什么了不起,讨厌,5.8152468492108005
没受过教育,讨厌,4.044860671543139
没头没脑,讨厌,2.0885290965018677
没头脑,讨厌,7.569970644934006
没味,讨厌,4.06717992491837
没心没肺,讨厌,2.973023578139328
