词语,情感分类,强度
胪,快乐,6.644052502081285
歆,快乐,1.7564613876092494
歆慕,快乐,2.320077354058892
歆羡,快乐,5.366340379907216
祀,快乐,3.72720441860574
祗,快乐,4.040084413904117
眄,快乐,4.041176361280477
顒,快乐,3.148848257635357
锺,快乐,3.359711014430593
鹄望,快乐,2.713948440277618
翊戴,快乐,4.016987009148808
裣衽,快乐,3.9593745671325897
酹,快乐,4.208704035043995
雩,快乐,5.45704026183444
