词语,情感分类,强度
公平正直,喜欢,5.184005655458676
公然,喜欢,4.328573349464358
公允,喜欢,1.499081550363898
公正,喜欢,3.14258853990419
公正客观,喜欢,4.880610009762695
巩固,喜欢,3.5829252013864252
勾魂,喜欢,7.233502523557654
勾魂摄魄,喜欢,5.299234389006258
够格,喜欢,1.4261172668919024
够水平,喜欢,7.062177023514728
够味儿,喜欢,5.505954509747611
够意思,喜欢,4.8687554087794735
鼓舞人心,喜欢,4.4436133137540255
古道热肠,喜欢,7.173256970815283
古朴,喜欢,3.0188838416637127
古色古香,喜欢,4.103667382459437
古香古色,喜欢,3.962868715301542
骨鲠,喜欢,4.655954353514894
固,喜欢,4.063087746255588
固定,喜欢,4.691195676190056
固若金汤,喜欢,3.9080851424988103
乖,喜欢,6.670289166355596
乖觉,喜欢,7.841334913665852
乖巧,喜欢,5.146820985399571
关键,喜欢,9.150738498355867
关键性,喜欢,6.044162014507467
管教好,喜欢,3.1377092144919625
管事,喜欢,4.342533319677661
管事儿,喜欢,2.7576268944633786
管用,喜欢,4.290508005028029
光,喜欢,3.218612736375426
光彩,喜欢,4.90959414967367
光彩夺目,喜欢,2.644736508002211
光彩照人,喜欢,5.308940808750239
光彩炫目,喜欢,3.389585884207194
光灿,喜欢,6.023208685650302
光灿灿,喜欢,2.9685182039742033
光风霁月,喜欢,5.967111862435544
光滑,喜欢,3.5086960802804414
光滑滑,喜欢,-0.050047508400834495
光辉,喜欢,2.7700224371391773
光辉灿烂,喜欢,6.084638081150672
光洁,喜欢,2.6592540543591348
光可鉴人,喜欢,4.48792439158186
光亮,喜欢,3.299281334126383
光亮亮,喜欢,-0.023484104262696093
光溜,喜欢,5.499793898731724
光溜溜,喜欢,3.737918614753069
光芒万丈,喜欢,4.590716271460812
光明,喜欢,4.892726186787203
光明磊落,喜欢,3.0024056378898387
光明正大,喜欢,2.3360677958467972
光荣,喜欢,5.369506426292754
光润,喜欢,3.9960808017044234
光闪闪,喜欢,1.9581423035191423
光鲜,喜欢,4.603545472534723
光艳,喜欢,3.59262044538433
光耀,喜欢,4.8941598710678935
广远,喜欢,5.15919087976501
瑰,喜欢,3.4850720785583964
瑰丽,喜欢,3.4026137578250415
瑰伟,喜欢,4.526226493798749
瑰玮,喜欢,4.790779033929761
规范,喜欢,6.4545757290024195
鬼,喜欢,0.5999114444307909
鬼斧神工,喜欢,-0.9560037169303763
贵,喜欢,3.067389419325487
贵重,喜欢,3.721580159173003
滚瓜烂熟,喜欢,5.771556658764667
国色天香,喜欢,4.885217802903393
国泰民安,喜欢,3.369869554905235
国优,喜欢,6.015138287754217
果,喜欢,4.316895461020238
果断,喜欢,5.093123953444345
果敢,喜欢,1.8631697749399865
果决,喜欢,1.120619819664804
过得硬,喜欢,2.7400073248370327
过谦,喜欢,3.040902562981181
过细,喜欢,2.8222483420639275
过硬,喜欢,3.6680068164866
海枯石烂,喜欢,7.709223696871165
憨,喜欢,7.886342866435754
憨厚,喜欢,4.782874957852492
憨实,喜欢,2.012890604922677
憨直,喜欢,5.456879113472543
含情,喜欢,5.714833239657737
含情脉脉,喜欢,5.325818804879126
含蓄,喜欢,6.736214382547571
含义明确,喜欢,1.1621027697384685
涵蓄,喜欢,0.808390974692804
悍,喜欢,1.0454827190325062
豪,喜欢,1.09759260565303
豪放,喜欢,4.121581403283561
豪放不羁,喜欢,5.247270738938064
豪华,喜欢,2.127544078178672
豪华型,喜欢,4.370734957255061
豪迈,喜欢,1.552348177424952
豪爽,喜欢,5.38949320614361
豪壮,喜欢,4.0240655719252
豪宕,喜欢,3.035128220771101
毫不动摇,喜欢,6.566013518212689
毫不费力,喜欢,1.5925853084230157
毫不利己,喜欢,4.351278134371907
毫不畏惧,喜欢,6.51240940767293
毫不犹豫,喜欢,2.477262223523084
毫发不差,喜欢,4.8721982607459475
毫发不爽,喜欢,4.553960570294066
毫发无损,喜欢,1.330769765770845
毫厘不差,喜欢,5.284032481366951
毫厘不爽,喜欢,2.5856852065507523
毫无保留地,喜欢,-0.19689150550521983
毫无错误,喜欢,1.831278169622649
毫无问题,喜欢,4.503970619358365
毫无疑义,喜欢,3.396807190804541
好,喜欢,4.850209169267565
好办,喜欢,6.250002004882974
好吃,喜欢,6.828547034377037
好端端,喜欢,5.129002960651673
好过,喜欢,2.1343057191879264
好好,喜欢,2.9632438680953315
好看,喜欢,2.806662487329969
好客,喜欢,6.976996258447196
好上加好,喜欢,1.4342892976549422
好声好气,喜欢,2.2183295181360094
好生生,喜欢,6.796152599992885
好使,喜欢,1.6616786671687693
好受,喜欢,2.3784408637871195
好说话,喜欢,4.604347764657632
好说话儿,喜欢,3.5667519704759103
好听,喜欢,3.885931064723089
好玩,喜欢,5.635345653707543
好玩儿,喜欢,4.3547800088078485
好笑,喜欢,3.981648119198653
好心,喜欢,3.2249846485078435
好心肠,喜欢,7.4079754934562825
好心好意,喜欢,6.385621479171771
好用,喜欢,4.115687941102197
浩,喜欢,7.908736079705218
浩大,喜欢,8.194480560460402
浩荡,喜欢,4.23924894066306
浩然,喜欢,5.944446306620773
核心,喜欢,5.782283392883826
和蔼,喜欢,5.744839923589166
和蔼可亲,喜欢,2.5201374431545265
和畅,喜欢,0.65433982425867
和风细雨,喜欢,2.7175360893620297
和和睦睦,喜欢,1.0522101311225986
和和气气,喜欢,2.6545066095592516
和缓,喜欢,6.649011616229007
和睦,喜欢,4.975975698005652
和平,喜欢,3.5382432147454677
和气,喜欢,2.879720457543282
和洽,喜欢,2.9830319068915205
和软,喜欢,0.9464689489236977
和善,喜欢,0.5358905425526368
和声,喜欢,1.320010010103179
和顺,喜欢,2.5162814481076596
和婉,喜欢,7.001389127142357
和祥,喜欢,7.204270555073785
和谐,喜欢,4.12491325459451
和颜悦色,喜欢,5.791321420117715
和易,喜欢,-0.9525463430441192
和悦,喜欢,0.9487551057325576
合当,喜欢,8.041395541358579
合度,喜欢,5.4807222749304465
合法,喜欢,1.84089195243796
合格,喜欢,3.7589931549506472
合乎逻辑,喜欢,5.071276404147762
合口,喜欢,2.4341178591166464
合口味,喜欢,2.0400850855233172
合理,喜欢,5.484865905777002
合拍,喜欢,4.819316688893192
合情合理,喜欢,3.714192220905892
合情理,喜欢,5.35951423944139
合群,喜欢,4.842416304182759
合时,喜欢,3.7014337297805255
合适,喜欢,4.202258524208202
合胃口,喜欢,6.406024887171888
合宜,喜欢,5.574089744062489
赫赫,喜欢,2.046445216198115
赫赫有名,喜欢,5.472228080324392
赫然,喜欢,3.74985305362871
鹤发童颜,喜欢,4.036869038293892
鹤立鸡群,喜欢,1.653232750901946
黑白分明,喜欢,4.959156189305293
很有抱负,喜欢,4.0490760199380755
很有意义,喜欢,4.6407462599803315
狠,喜欢,-0.6060359533950397
狠狠,喜欢,7.296191724785965
恒,喜欢,4.319702059994871
恒定,喜欢,4.547414937666143
恒量,喜欢,3.3391343689135233
哄闹,喜欢,3.3976183506151307
鸿,喜欢,1.5240162401033301
洪,喜欢,4.8994699725647495
宏,喜欢,6.603906473789564
宏大,喜欢,2.9497802650057734
宏富,喜欢,1.968422293300221
宏丽,喜欢,3.617729326673704
宏赡,喜欢,2.8474085179046487
宏伟,喜欢,4.89726563656577
弘,喜欢,3.1992433192992955
弘大,喜欢,3.1087849654179593
红,喜欢,4.575974175382123
红得发紫,喜欢,4.905787116352518
红红火火,喜欢,4.1482326084120595
红火,喜欢,-0.05497614420828256
红旗,喜欢,3.708759184555911
红色,喜欢,4.251758175384644
猴儿精,喜欢,2.9500063906279506
厚,喜欢,0.7002636603229591
厚道,喜欢,6.70102557300301
后生可畏,喜欢,2.1585821181332845
呼之欲出,喜欢,5.188102101430508
虎背熊腰,喜欢,4.971147909277789
虎虎生气,喜欢,3.6736397130142096
花,喜欢,5.013229175317546
花繁叶茂,喜欢,5.5286166801473415
花好月圆,喜欢,5.80506439502006
花气袭人,喜欢,2.9298786212801264
花容玉貌,喜欢,4.958741569896322
花容月貌,喜欢,4.71705614924559
花哨,喜欢,2.874797469484065
花团锦簇,喜欢,8.180021087500617
花香鸟语,喜欢,1.171271007654759
花样翻新,喜欢,4.187880294957831
花枝招展,喜欢,1.7908960985157076
华,喜欢,3.5922003175356707
华贵,喜欢,3.195745353187686
华丽,喜欢,1.9196839974677906
华美,喜欢,4.43820806959258
滑,喜欢,5.874233608082192
滑不唧溜,喜欢,5.352337792038024
滑稽,喜欢,4.131300923627514
滑溜,喜欢,5.4897634261473724
滑溜溜,喜欢,1.2756360112391922
滑腻,喜欢,1.723201840859503
滑润,喜欢,1.7788168460574911
滑爽,喜欢,1.3891449581709212
滑天下之大稽,喜欢,5.784684728342485
划时代,喜欢,6.622395862968318
划一,喜欢,7.5541923571990575
划一不二,喜欢,5.675372095812891
欢蹦乱跳,喜欢,3.8928590300492183
欢洽,喜欢,3.4409244115982554
欢实,喜欢,5.099609213167133
焕,喜欢,5.695165842522374
黄熟,喜欢,0.15813651431028264
煌,喜欢,2.797542230703373
煌煌,喜欢,4.3354149191011135
晃眼,喜欢,5.033911271503072
辉煌,喜欢,7.015103323820824
回味无穷,喜欢,1.1327193010035188
慧,喜欢,3.6213271830389435
慧眼独具,喜欢,1.1272594281936943
会,喜欢,1.8773962703565519
绘声绘色,喜欢,1.4864788977902128
绘声绘影,喜欢,3.4205341917929295
绘影绘声,喜欢,5.811292841369964
婚生,喜欢,2.9039032503066844
浑厚,喜欢,4.81772591577335
浑金璞玉,喜欢,4.8823807353773345
浑朴,喜欢,4.36995474853537
浑然,喜欢,4.927346083217105
浑然一体,喜欢,1.5434119545780276
浑身是胆,喜欢,5.811346739729109
浑俗和光,喜欢,3.5329489227419892
豁,喜欢,5.336145945412936
豁达,喜欢,4.984432098958052
豁达大度,喜欢,2.7894357806037062
豁亮,喜欢,8.418870714646907
豁然,喜欢,5.607704280640304
活,喜欢,6.015005327116479
活便,喜欢,0.3373119884261997
活泛,喜欢,6.244037742083614
活灵活现,喜欢,2.9950688392418816
活络,喜欢,0.5266280531222698
活泼,喜欢,2.9974829162572636
活生生,喜欢,6.087286983833426
活跃,喜欢,4.283576200164064
火,喜欢,5.056760153595226
火暴,喜欢,7.645688807676118
火爆,喜欢,5.723759052920539
货真价实,喜欢,5.719997433969828
基,喜欢,2.7725861937151657
基本,喜欢,4.697910168983648
基部,喜欢,3.2329827582786996
基础,喜欢,3.6838972617204204
基础性,喜欢,3.2572469086881535
基础扎实,喜欢,4.927365793498548
机动,喜欢,4.3876343795887
机警,喜欢,2.3140405937768493
机灵,喜欢,3.5874108932371436
机敏,喜欢,2.4066003322641003
机巧,喜欢,5.601117541701571
机智,喜欢,8.98821404908491
积极,喜欢,4.507781845823493
激动人心,喜欢,6.608509702733322
激进,喜欢,3.004524885775933
鸡犬不惊,喜欢,2.524582038805182
吉,喜欢,6.98624868175907
吉利,喜欢,4.442256120013572
吉庆,喜欢,2.9134777876024582
吉祥,喜欢,6.805195280796923
吉祥如意,喜欢,4.98513014138363
吉星高照,喜欢,2.2557834934783862
极好,喜欢,6.569926518222374
极其流行,喜欢,2.0251960443942094
极神圣,喜欢,2.058044374020712
及格,喜欢,5.602570881086988
急公好义,喜欢,3.152642504101528
急进,喜欢,4.558469978045491
技高一筹,喜欢,1.3221086306263077
济,喜欢,5.944335233318544
济事,喜欢,5.8491898329093575
寂,喜欢,4.266866630227198
寂静,喜欢,3.371497398734917
寂然,喜欢,2.714819890641698
记实,喜欢,4.27320743507253
既定,喜欢,4.7209237623102105
既往不咎,喜欢,6.616066413002592
嘉,喜欢,-0.7070982137898456
佳,喜欢,5.265551058745508
佳丽,喜欢,3.052710991563819
家给人足,喜欢,6.815226472095765
家喻户晓,喜欢,6.469281971825017
加意,喜欢,6.039593238352161
甲等,喜欢,1.3886788038809055
甲级,喜欢,2.42337442943294
价值连城,喜欢,5.4206586470847
价值千金,喜欢,2.211323454934627
驾轻就熟,喜欢,6.465385394647689
坚,喜欢,3.0239009141854263
坚不可摧,喜欢,6.5919323932904295
坚持不懈,喜欢,3.3376512529420066
坚持不渝,喜欢,1.1131845729139154
坚定,喜欢,3.8035572558026347
坚定不移,喜欢,3.507756351858077
坚固,喜欢,0.18188159612248178
坚固耐用,喜欢,3.4292957486244675
坚决,喜欢,3.5156331062992545
坚强,喜欢,4.478641232848944
坚强不屈,喜欢,6.231638376720613
坚忍,喜欢,7.1794286072577425
坚忍不拔,喜欢,0.5679578045045375
坚韧,喜欢,2.737905562418152
坚韧不拔,喜欢,3.156248258289492
坚如磐石,喜欢,6.467161894473171
坚实,喜欢,2.9558585288943338
坚挺,喜欢,3.23585360079006
坚毅,喜欢,7.0556848437655395
坚贞,喜欢,0.5542209645802401
坚贞不屈,喜欢,7.356713116678957
坚贞不渝,喜欢,4.763704465849037
尖,喜欢,8.422755454688204
尖端,喜欢,4.363826109811859
尖利,喜欢,2.0337845073121965
尖锐,喜欢,4.258645366592095
简,喜欢,6.507676549091265
简便,喜欢,3.4790050709514695
简便易行,喜欢,1.5101377041722905
简单,喜欢,4.660560593943067
简单化,喜欢,5.855899908736946
简单明了,喜欢,6.649295288712702
简单易行,喜欢,3.416956574228636
简短,喜欢,3.9142444299347017
简洁,喜欢,4.9980047106990435
简括,喜欢,9.649235308354738
简练,喜欢,6.973539844376539
简略,喜欢,1.4493917939665129
简明,喜欢,1.4343116848509987
简明扼要,喜欢,5.25692166789206
简朴,喜欢,2.358474665016427
简要,喜欢,0.16010504371489986
简易,喜欢,1.7162500462139958
简约,喜欢,4.658725766328859
俭,喜欢,1.218728307406388
俭朴,喜欢,4.588138577932669
俭省,喜欢,2.146104510775446
贱,喜欢,6.822869402732424
贱价,喜欢,3.0142084502574638
见多识广,喜欢,7.240712482219362
见机,喜欢,4.469644504474469
见所未见,喜欢,-0.17346861218698528
见微知萌,喜欢,2.6233633928628137
见微知著,喜欢,5.0297390664453046
健,喜欢,5.810442269139564
健步,喜欢,4.261142766906731
健康,喜欢,4.132146067158454
健康美,喜欢,6.343479075610349
健朗,喜欢,1.473672456157629
健美,喜欢,6.064711308452102
健全,喜欢,7.342390792331651
健实,喜欢,4.592645306112396
健硕,喜欢,2.538690743627858
健旺,喜欢,-0.09560392933660822
健壮,喜欢,1.8327558345851314
建设性,喜欢,-0.5106893286348129
奖罚分明,喜欢,5.171282538128089
讲究,喜欢,6.420651244914654
讲理,喜欢,3.675061090033459
讲礼貌,喜欢,4.173487228127017
匠心独具,喜欢,6.492148047781819
娇,喜欢,2.4336873895765434
娇滴滴,喜欢,6.4750384279067
娇好,喜欢,4.172312392906713
娇丽,喜欢,1.918674625540838
娇美,喜欢,2.9104592130769893
娇媚,喜欢,5.157952314514285
娇柔,喜欢,4.16075608827094
娇艳,喜欢,10.20670591983038
娇娆,喜欢,5.1955006336790746
矫健,喜欢,7.646183220859889
矫捷,喜欢,3.294088564043996
脚踏实地,喜欢,4.633896208548347
较真,喜欢,2.6815450635368556
较真儿,喜欢,7.9113437958322255
叫真,喜欢,4.3987846512910105
叫真儿,喜欢,0.23063386024611132
节俭,喜欢,5.323854298388213
节节,喜欢,3.0215527659460406
节省,喜欢,4.965150624471334
节约,喜欢,0.8870596465842127
杰,喜欢,2.114839300276305
杰出,喜欢,7.105611630678547
捷,喜欢,6.311835029466442
竭诚,喜欢,3.7185793168306027
洁,喜欢,4.454032714842216
洁净,喜欢,1.4832467711252622
结结实实,喜欢,1.1020625342808783
结实,喜欢,3.411332717503687
结实粗壮,喜欢,3.1187263354302606
筋道,喜欢,7.230814978692227
金碧辉煌,喜欢,6.333177300911011
金壁辉煌,喜欢,4.748010507341852
金不换,喜欢,3.2974628303240374
金灿灿,喜欢,0.877965890227371
金城汤池,喜欢,2.571813789310557
金风送爽,喜欢,4.811806685562441
金贵,喜欢,0.4875969990382556
金晃晃,喜欢,1.058462569205766
金闪闪,喜欢,6.545610809096589
金玉,喜欢,2.312788371477781
金玉满堂,喜欢,1.9280330926697684
紧凑,喜欢,1.181506921478563
紧紧,喜欢,4.204180594982823
紧要,喜欢,5.473151906101478
锦,喜欢,4.509670824027236
锦簇花团,喜欢,2.6150140714894157
锦绣,喜欢,2.6872688613323845
谨,喜欢,0.43792728757389465
谨慎,喜欢,3.0176201829642446
谨严,喜欢,8.52470768590944
谨言慎行,喜欢,7.149793488033801
谨饬,喜欢,0.6060452526394209
进步,喜欢,5.29350490599014
近便,喜欢,6.4140594291499315
尽可能,喜欢,5.512411486753468
尽人皆知,喜欢,8.709197437230497
尽如人意,喜欢,2.875693582049428
尽善尽美,喜欢,5.351137527480043
尽心,喜欢,4.062402791423027
尽心竭力,喜欢,3.3102380384771357
尽心尽力,喜欢,1.5388807109948885
劲,喜欢,4.896960462587047
兢兢业业,喜欢,6.15760484289312
晶,喜欢,6.74687581648833
晶莹,喜欢,7.139485702542472
晶莹剔透,喜欢,3.0260297573389785
精,喜欢,4.816598971826274
精辟,喜欢,3.043992516611039
精采,喜欢,5.167370124444819
精彩,喜欢,1.0936861851926758
精彩纷呈,喜欢,2.909497085372472
精诚,喜欢,5.269749215652931
精粹,喜欢,5.743137613726081
精打细算,喜欢,3.9630676657179187
精当,喜欢,5.094413887244823
精到,喜欢,6.647290260281927
精雕细刻,喜欢,4.5976711001380055
精干,喜欢,2.456583826486867
精光,喜欢,7.714605311767311
精悍,喜欢,3.510432397825113
精精神神,喜欢,4.674807931095005
精力充沛,喜欢,1.4182576858078209
精练,喜欢,3.9663522372320457
精良,喜欢,3.63745788214165
精灵,喜欢,5.2439827525779235
精美,喜欢,0.9996863165779497
精密,喜欢,5.939815014094569
精妙,喜欢,5.147914425712112
精明,喜欢,4.908528348348972
精明强干,喜欢,4.204882791101655
精巧,喜欢,0.7453800394224595
精确,喜欢,6.97912059708842
精深,喜欢,5.383346804390568
精神,喜欢,0.8298784388977114
精神百倍,喜欢,5.091766845541958
精神饱满,喜欢,4.105929213397104
精神抖擞,喜欢,5.2803445192587715
精神焕发,喜欢,6.009183976662163
精神十足,喜欢,2.0039481203119127
精神矍铄,喜欢,3.1292314196609694
精卫填海,喜欢,4.694120263387733
精细,喜欢,2.0470634740318654
精心,喜欢,3.936849495435145
精选,喜欢,2.3436910740456556
精湛,喜欢,0.5192848984874545
精致,喜欢,0.8245011009691972
精制,喜欢,4.430416690402972
精壮,喜欢,1.897620838448371
精准,喜欢,4.745200274833122
经,喜欢,4.268418679398179
经常性,喜欢,4.167546604657671
经济,喜欢,4.265469406759831
经济宽裕,喜欢,6.928999315966568
经久耐用,喜欢,7.586364243755446
经心,喜欢,4.92017465760324
经验丰富,喜欢,2.265171881642127
经意,喜欢,1.259391113790056
经用,喜欢,2.259231548988808
井井有条,喜欢,1.9914974044559366
井然,喜欢,7.1079516158886875
井然有序,喜欢,-0.30339145649040766
警,喜欢,4.8427169283879765
景气,喜欢,5.185700865273375
景色优美,喜欢,6.166402672347676
静,喜欢,4.735030341465127
静寂,喜欢,2.7689262198839337
静穆,喜欢,3.0104505226035294
静悄,喜欢,6.878443657469909
静悄悄,喜欢,5.995271370145803
静态,喜欢,6.369614965029322
静幽幽,喜欢,4.098134735531606
静谧,喜欢,4.176510257410983
敬,喜欢,7.433000403626416
靖,喜欢,4.728807565487073
净,喜欢,3.1415087543624884
炯,喜欢,6.527305829746505
炯炯,喜欢,2.6851016283748517
炯炯有神,喜欢,2.3997522209094004
究其实,喜欢,4.769557479288915
久经考验,喜欢,5.323683209467889
拘谨,喜欢,1.854679194571848
居高临下,喜欢,6.712543853612372
举止大方,喜欢,4.656629564446215
举止端庄,喜欢,4.5804225285527735
举止文雅,喜欢,3.616934537797539
举足轻重,喜欢,0.9018023753197033
据实,喜欢,4.187729227006977
具有历史意义,喜欢,5.2181027660870125
具有吸引力,喜欢,5.197438235579019
具有压倒性优势,喜欢,2.307441372163712
俱佳,喜欢,4.148121819473076
娟,喜欢,1.8518152788475684
娟娟,喜欢,4.714794266480784
娟秀,喜欢,3.42268138306173
决定,喜欢,4.526141062728545
决定性,喜欢,1.9538359381487305
决绝,喜欢,2.3420763281200614
决然,喜欢,4.635374823677611
绝好,喜欢,3.174232289218481
绝佳,喜欢,1.0391708278883995
绝了,喜欢,5.048398038251801
绝妙,喜欢,3.536119766170383
绝色,喜欢,3.7219548933174047
均,喜欢,2.313371051665664
均等,喜欢,2.900028801670728
均衡,喜欢,-0.3450821457925697
均一,喜欢,2.223602491247429
均匀,喜欢,5.051542246178851
钧,喜欢,2.1896905127163824
俊,喜欢,1.55599094832793
俊丽,喜欢,0.1992951051097589
俊美,喜欢,4.4986088837502844
俊俏,喜欢,3.6300745104539685
俊秀,喜欢,5.084118470002499
开诚布公,喜欢,1.7868745598740285
开阔,喜欢,4.895537463242121
开朗,喜欢,2.7122682276544245
开门见山,喜欢,3.9158479778861297
开明,喜欢,3.642456644551795
开通,喜欢,2.615273400460105
开拓型,喜欢,2.2144012761607805
慨,喜欢,1.3325628450121898
慨然,喜欢,7.417963045272931
堪称第一,喜欢,6.728950460426065
堪称一绝,喜欢,4.5803600348196705
康,喜欢,5.430971036233487
康健,喜欢,4.760703887006388
康乐,喜欢,5.543520102582906
康泰,喜欢,4.40875097291147
慷慨,喜欢,4.19979021160178
考究,喜欢,2.0460651953269844
靠得住,喜欢,1.5324074818601732
科学,喜欢,6.713977011350428
可,喜欢,3.8911994259671423
可爱,喜欢,3.057354348002305
可歌可泣,喜欢,6.924762704323806
可观,喜欢,5.928900291832432
可贵,喜欢,1.8711974888820433
可嘉,喜欢,3.9376765828787734
可敬,喜欢,3.1469643455770386
可靠,喜欢,5.070885651188088
可口,喜欢,5.155467073620674
可乐,喜欢,1.0335166369319935
可能,喜欢,4.889100723467187
可亲,喜欢,4.207508216844333
可圈可点,喜欢,3.6108003448894173
可塑,喜欢,1.871968992835443
可统一,喜欢,2.286757188760692
可喜,喜欢,4.607459871546609
可笑,喜欢,3.266879581783255
可心,喜欢,1.9844593042325278
可信,喜欢,4.179432016184119
可信赖,喜欢,5.104023133190761
可信任,喜欢,-0.7154701241743382
可以信赖,喜欢,1.4523023070971304
可意,喜欢,1.888823439734871
刻苦,喜欢,7.557248057360873
刻意,喜欢,2.81721743546435
客观,喜欢,-2.4684719126132073
客观上,喜欢,5.673832163468483
客气,喜欢,2.217683820934793
肯定,喜欢,3.931386006952245
肯干,喜欢,5.9244242804801495
恳,喜欢,3.3509248714961903
恳切,喜欢,2.778710643179198
恳挚,喜欢,1.6924803431672246
空灵,喜欢,2.7352727499460396
空前,喜欢,10.087591307347523
空前绝后,喜欢,5.8735785482733025
口紧,喜欢,2.0415824850737314
扣人心弦,喜欢,4.292831130691374
苦,喜欢,2.6176529416546086
苦口婆心,喜欢,2.7984605845662136
苦苦,喜欢,4.901471039043347
苦心,喜欢,6.206191583546831
苦心孤诣,喜欢,1.2626398077732155
酷,喜欢,4.423281089493051
快,喜欢,8.211096109027839
快刀斩乱麻,喜欢,6.172527885786347
快捷,喜欢,2.8265310367394982
快人快语,喜欢,3.8050622552096103
宽,喜欢,3.8000795925961217
宽大,喜欢,2.293296894028261
宽洪,喜欢,6.256580723956253
宽宏,喜欢,4.844322616183617
宽宏大量,喜欢,7.160162823875767
宽厚,喜欢,4.882515810579784
宽怀,喜欢,1.9143836500327236
宽容,喜欢,4.356169469634679
宽松,喜欢,3.8032120275716608
款洽,喜欢,4.731785925744785
匡,喜欢,5.931122037050888
狂放,喜欢,3.4671569380070846
狂乱,喜欢,1.76086243251281
狂热,喜欢,2.2037207481985988
旷达,喜欢,6.476798054608226
阔,喜欢,4.335205566826773
来得,喜欢,2.214984127968261
来劲,喜欢,1.4426046237411772
来者不拒,喜欢,6.261019892016703
烂漫,喜欢,2.403518679380218
烂熟,喜欢,9.323185568964742
朗,喜欢,1.5271633145521673
劳苦功高,喜欢,1.7771795524027327
牢,喜欢,4.789434137955355
牢固,喜欢,6.063382273820626
牢靠,喜欢,2.705541425480212
牢牢,喜欢,4.375396835979181
牢稳,喜欢,0.5565381455611398
老成,喜欢,2.3527782222944844
老成练达,喜欢,1.5826796165200117
老诚,喜欢,7.210667343708487
老当益壮,喜欢,2.6936425779922346
老到,喜欢,6.814083872655141
老而弥坚,喜欢,7.300716223700029
老辣,喜欢,1.3271317114737613
老老实实,喜欢,3.365760564863464
老练,喜欢,3.8900372228481728
老马识途,喜欢,3.757260035476106
老谋深算,喜欢,2.648017703014842
老牌,喜欢,4.729550688171425
老实,喜欢,3.908499416847565
老于世故,喜欢,4.73415260184086
乐观,喜欢,4.600031600333575
乐融融,喜欢,3.2461589403494555
乐善好施,喜欢,2.390401502714804
乐天,喜欢,5.224257033116552
雷打不动,喜欢,5.64859143377312
磊落,喜欢,3.501413258528429
理所当然,喜欢,3.164773586664405
理想,喜欢,4.741163335929011
理想化,喜欢,2.6060020881901895
理性,喜欢,4.242499457949019
理智,喜欢,6.543578601308817
礼节性,喜欢,6.243876852400685
礼貌,喜欢,2.399692545281342
礼貌性,喜欢,4.210667830395314
丽,喜欢,6.2285118533299295
历历,喜欢,-1.4837116505070354
历历可数,喜欢,3.959630117123424
历史性,喜欢,5.561784080895969
利,喜欢,5.189138203177715
利齿,喜欢,3.264898925687519
利害攸关,喜欢,3.658016560392396
利口,喜欢,2.741050654201757
利落,喜欢,5.974483784474613
利索,喜欢,9.12109030597333
利他,喜欢,4.459928408853172
利嘴,喜欢,2.0783931773992363
力透纸背,喜欢,1.9824282211436541
廉,喜欢,1.369423677565004
廉价,喜欢,1.019371235649147
廉洁,喜欢,0.2516120985511048
廉洁奉公,喜欢,4.7169943157918715
廉明,喜欢,4.498844510823937
练达,喜欢,2.2747487007909237
良,喜欢,5.129582489799617
良好,喜欢,6.047524907633398
良善,喜欢,6.033352901833267
良性,喜欢,3.8432027144504484
两袖清风,喜欢,3.1569511749256485
亮,喜欢,8.479971407122928
亮光光,喜欢,0.08953905706119869
亮晃晃,喜欢,2.8358036716477093
亮晶晶,喜欢,3.392297781901155
亮丽,喜欢,2.878818573333486
亮亮堂堂,喜欢,2.1139909872165794
亮闪闪,喜欢,3.270904921593785
亮堂,喜欢,5.339271255043411
亮堂堂,喜欢,3.4217948955366255
亮锃锃,喜欢,3.0448198090114085
了当,喜欢,3.809277280957867
了然,喜欢,4.4663112922409525
料事如神,喜欢,2.839363429184358
烈,喜欢,2.3330636352707907
琳琅满目,喜欢,2.698835720486284
淋漓,喜欢,5.430770426746717
淋漓尽致,喜欢,4.602252578792607
玲珑,喜欢,7.164928732047781
玲珑剔透,喜欢,5.159135764052319
伶俐,喜欢,6.266489864062439
灵,喜欢,4.2251685132064125
灵便,喜欢,5.217444282705849
灵光,喜欢,7.614309333491045
灵活,喜欢,4.769224956238776
灵活机动,喜欢,5.9608122267186365
灵捷,喜欢,0.5190787263776704
灵快,喜欢,5.697653309756301
灵敏,喜欢,0.7499369844614501
灵巧,喜欢,5.039550768801683
灵透,喜欢,4.862108711757006
灵秀,喜欢,4.685639593111628
灵验,喜欢,7.9168203410874725
令人大开眼界,喜欢,5.555139623558277
令人高兴,喜欢,7.403914819617909
令人鼓舞,喜欢,1.508627493614651
令人满意,喜欢,2.953412010508532
令人钦佩,喜欢,3.167628617119405
令人神往,喜欢,6.980535355936194
令人羡慕,喜欢,3.2431386599871734
令人信服,喜欢,3.04944154469713
令人瞩目,喜欢,5.334033847082833
溜,喜欢,2.2690770641597577
溜光,喜欢,2.640757902403408
溜光水滑,喜欢,1.5762973627564798
溜滑,喜欢,3.5350925444433496
留心,喜欢,5.275896739445939
流畅,喜欢,5.160086512991403
流芳百世,喜欢,2.6090863298727145
流芳后世,喜欢,2.977499247393304
流芳千古,喜欢,3.429948048481297
流利,喜欢,1.2885818115465644
流行,喜欢,3.6072142986850317
龙飞凤舞,喜欢,7.553582156396217
龙腾虎跃,喜欢,1.6887415735878721
